wandb: Currently logged in as: zoematr (vae-seminar) to https://api.wandb.ai. Use `wandb login --relogin` to force relogin
wandb: setting up run nhmpppoz
wandb: Tracking run with wandb version 0.23.1
wandb: Run data is saved locally in /Users/zoe/Desktop/VAEs/beta-tcvae/wandb/run-20260108_132022-nhmpppoz
wandb: Run `wandb offline` to turn off syncing.
wandb: Syncing run wms-bs32_seed0
wandb: ⭐️ View project at https://wandb.ai/vae-seminar/beta-tcvae
wandb: 🚀 View run at https://wandb.ai/vae-seminar/beta-tcvae/runs/nhmpppoz
Running main
obj tensor(-3451.8708, grad_fn=<SubBackward0>)
obj tensor(-1011.0266, grad_fn=<SubBackward0>)
obj tensor(-1017.8590, grad_fn=<SubBackward0>)
obj tensor(-1010.6879, grad_fn=<SubBackward0>)
obj tensor(-1008.4677, grad_fn=<SubBackward0>)
obj tensor(-1016.1758, grad_fn=<SubBackward0>)
obj tensor(-1008.9106, grad_fn=<SubBackward0>)
obj tensor(-999.6324, grad_fn=<SubBackward0>)
obj tensor(-1008.5948, grad_fn=<SubBackward0>)
obj tensor(-1008.0618, grad_fn=<SubBackward0>)
obj tensor(-1001.9467, grad_fn=<SubBackward0>)
obj tensor(-993.5999, grad_fn=<SubBackward0>)
obj tensor(-987.5494, grad_fn=<SubBackward0>)
obj tensor(-1006.9950, grad_fn=<SubBackward0>)
obj tensor(-988.4619, grad_fn=<SubBackward0>)
obj tensor(-986.4912, grad_fn=<SubBackward0>)
obj tensor(-991.0665, grad_fn=<SubBackward0>)
obj tensor(-998.0595, grad_fn=<SubBackward0>)
obj tensor(-1000.9100, grad_fn=<SubBackward0>)
obj tensor(-998.9250, grad_fn=<SubBackward0>)
obj tensor(-991.4504, grad_fn=<SubBackward0>)
obj tensor(-997.2519, grad_fn=<SubBackward0>)
obj tensor(-981.6563, grad_fn=<SubBackward0>)
obj tensor(-982.3118, grad_fn=<SubBackward0>)
obj tensor(-981.2631, grad_fn=<SubBackward0>)
obj tensor(-980.8228, grad_fn=<SubBackward0>)
obj tensor(-976.4642, grad_fn=<SubBackward0>)
obj tensor(-979.3032, grad_fn=<SubBackward0>)
obj tensor(-972.1962, grad_fn=<SubBackward0>)
obj tensor(-978.0009, grad_fn=<SubBackward0>)
obj tensor(-964.7651, grad_fn=<SubBackward0>)
obj tensor(-967.7936, grad_fn=<SubBackward0>)
obj tensor(-980.8764, grad_fn=<SubBackward0>)
obj tensor(-963.0638, grad_fn=<SubBackward0>)
obj tensor(-965.7546, grad_fn=<SubBackward0>)
obj tensor(-969.0065, grad_fn=<SubBackward0>)
obj tensor(-977.9787, grad_fn=<SubBackward0>)
obj tensor(-962.2686, grad_fn=<SubBackward0>)
obj tensor(-965.4894, grad_fn=<SubBackward0>)
obj tensor(-970.4680, grad_fn=<SubBackward0>)
obj tensor(-962.2854, grad_fn=<SubBackward0>)
obj tensor(-964.2274, grad_fn=<SubBackward0>)
obj tensor(-971.0603, grad_fn=<SubBackward0>)
obj tensor(-956.4836, grad_fn=<SubBackward0>)
[iteration 150] time: 0.25 	beta 6.00 	lambda 0.00 training ELBO: -347.0513 (-421.3584)
Active units: 0,2,4,5,8,9
Number of active units: 6/10
obj tensor(-966.3240, grad_fn=<SubBackward0>)
obj tensor(-962.2076, grad_fn=<SubBackward0>)
obj tensor(-955.6491, grad_fn=<SubBackward0>)
obj tensor(-959.4860, grad_fn=<SubBackward0>)
obj tensor(-964.8457, grad_fn=<SubBackward0>)
obj tensor(-948.6788, grad_fn=<SubBackward0>)
obj tensor(-957.9249, grad_fn=<SubBackward0>)
obj tensor(-953.6809, grad_fn=<SubBackward0>)
obj tensor(-944.2334, grad_fn=<SubBackward0>)
obj tensor(-947.2172, grad_fn=<SubBackward0>)
obj tensor(-951.3698, grad_fn=<SubBackward0>)
obj tensor(-957.3482, grad_fn=<SubBackward0>)
obj tensor(-957.6410, grad_fn=<SubBackward0>)
obj tensor(-945.6567, grad_fn=<SubBackward0>)
obj tensor(-952.6866, grad_fn=<SubBackward0>)
obj tensor(-946.4440, grad_fn=<SubBackward0>)
obj tensor(-947.3398, grad_fn=<SubBackward0>)
obj tensor(-941.7931, grad_fn=<SubBackward0>)
obj tensor(-954.6207, grad_fn=<SubBackward0>)
obj tensor(-946.7748, grad_fn=<SubBackward0>)
obj tensor(-935.4282, grad_fn=<SubBackward0>)
obj tensor(-950.3251, grad_fn=<SubBackward0>)
obj tensor(-951.6654, grad_fn=<SubBackward0>)
obj tensor(-947.4600, grad_fn=<SubBackward0>)
obj tensor(-942.7097, grad_fn=<SubBackward0>)
obj tensor(-948.3961, grad_fn=<SubBackward0>)
obj tensor(-941.6145, grad_fn=<SubBackward0>)
obj tensor(-945.6749, grad_fn=<SubBackward0>)
obj tensor(-937.6281, grad_fn=<SubBackward0>)
obj tensor(-939.4884, grad_fn=<SubBackward0>)
obj tensor(-945.4487, grad_fn=<SubBackward0>)
obj tensor(-939.4234, grad_fn=<SubBackward0>)
obj tensor(-937.0391, grad_fn=<SubBackward0>)
obj tensor(-939.0041, grad_fn=<SubBackward0>)
obj tensor(-939.0770, grad_fn=<SubBackward0>)
obj tensor(-938.9182, grad_fn=<SubBackward0>)
obj tensor(-943.3854, grad_fn=<SubBackward0>)
obj tensor(-937.8969, grad_fn=<SubBackward0>)
obj tensor(-934.4725, grad_fn=<SubBackward0>)
obj tensor(-927.9597, grad_fn=<SubBackward0>)
obj tensor(-931.2091, grad_fn=<SubBackward0>)
obj tensor(-937.1147, grad_fn=<SubBackward0>)
obj tensor(-938.5376, grad_fn=<SubBackward0>)
obj tensor(-932.1147, grad_fn=<SubBackward0>)
obj tensor(-931.3607, grad_fn=<SubBackward0>)
obj tensor(-939.5510, grad_fn=<SubBackward0>)
obj tensor(-936.3732, grad_fn=<SubBackward0>)
obj tensor(-925.4393, grad_fn=<SubBackward0>)
obj tensor(-928.8107, grad_fn=<SubBackward0>)
obj tensor(-926.1422, grad_fn=<SubBackward0>)
[iteration 200] time: 0.26 	beta 6.00 	lambda 0.00 training ELBO: -319.0829 (-351.4813)
Active units: 0,3,4,6,9
Number of active units: 5/10
obj tensor(-929.9634, grad_fn=<SubBackward0>)
obj tensor(-921.9775, grad_fn=<SubBackward0>)
obj tensor(-926.6004, grad_fn=<SubBackward0>)
obj tensor(-918.2766, grad_fn=<SubBackward0>)
obj tensor(-926.7380, grad_fn=<SubBackward0>)
obj tensor(-923.9540, grad_fn=<SubBackward0>)
obj tensor(-928.3916, grad_fn=<SubBackward0>)
obj tensor(-925.2721, grad_fn=<SubBackward0>)
obj tensor(-913.6757, grad_fn=<SubBackward0>)
obj tensor(-919.7075, grad_fn=<SubBackward0>)
obj tensor(-920.3178, grad_fn=<SubBackward0>)
obj tensor(-914.8813, grad_fn=<SubBackward0>)
obj tensor(-925.3522, grad_fn=<SubBackward0>)
obj tensor(-909.9887, grad_fn=<SubBackward0>)
obj tensor(-915.9210, grad_fn=<SubBackward0>)
obj tensor(-918.9631, grad_fn=<SubBackward0>)
obj tensor(-922.4515, grad_fn=<SubBackward0>)
obj tensor(-925.2350, grad_fn=<SubBackward0>)
obj tensor(-920.8184, grad_fn=<SubBackward0>)
obj tensor(-913.8371, grad_fn=<SubBackward0>)
obj tensor(-915.1490, grad_fn=<SubBackward0>)
obj tensor(-912.4333, grad_fn=<SubBackward0>)
obj tensor(-901.8253, grad_fn=<SubBackward0>)
obj tensor(-915.5756, grad_fn=<SubBackward0>)
obj tensor(-912.5885, grad_fn=<SubBackward0>)
obj tensor(-914.7072, grad_fn=<SubBackward0>)
obj tensor(-913.0287, grad_fn=<SubBackward0>)
obj tensor(-914.5542, grad_fn=<SubBackward0>)
obj tensor(-910.0870, grad_fn=<SubBackward0>)
obj tensor(-917.3245, grad_fn=<SubBackward0>)
obj tensor(-911.9238, grad_fn=<SubBackward0>)
obj tensor(-918.4526, grad_fn=<SubBackward0>)
obj tensor(-910.6641, grad_fn=<SubBackward0>)
obj tensor(-908.4418, grad_fn=<SubBackward0>)
obj tensor(-911.5648, grad_fn=<SubBackward0>)
obj tensor(-904.2386, grad_fn=<SubBackward0>)
obj tensor(-906.3190, grad_fn=<SubBackward0>)
obj tensor(-920.3248, grad_fn=<SubBackward0>)
obj tensor(-914.5922, grad_fn=<SubBackward0>)
obj tensor(-912.3199, grad_fn=<SubBackward0>)
obj tensor(-911.3524, grad_fn=<SubBackward0>)
obj tensor(-911.3154, grad_fn=<SubBackward0>)
obj tensor(-907.3499, grad_fn=<SubBackward0>)
obj tensor(-904.7573, grad_fn=<SubBackward0>)
obj tensor(-897.5139, grad_fn=<SubBackward0>)
obj tensor(-907.0441, grad_fn=<SubBackward0>)
obj tensor(-905.0594, grad_fn=<SubBackward0>)
obj tensor(-903.3574, grad_fn=<SubBackward0>)
obj tensor(-897.3400, grad_fn=<SubBackward0>)
obj tensor(-907.5018, grad_fn=<SubBackward0>)
[iteration 250] time: 0.25 	beta 6.00 	lambda 0.00 training ELBO: -298.2064 (-313.6239)
Active units: 0,3,5,8
Number of active units: 4/10
obj tensor(-902.8230, grad_fn=<SubBackward0>)
obj tensor(-898.8835, grad_fn=<SubBackward0>)
obj tensor(-899.4243, grad_fn=<SubBackward0>)
obj tensor(-905.9232, grad_fn=<SubBackward0>)
obj tensor(-909.8470, grad_fn=<SubBackward0>)
obj tensor(-905.2100, grad_fn=<SubBackward0>)
obj tensor(-899.7921, grad_fn=<SubBackward0>)
obj tensor(-905.1241, grad_fn=<SubBackward0>)
obj tensor(-906.6172, grad_fn=<SubBackward0>)
obj tensor(-895.1649, grad_fn=<SubBackward0>)
obj tensor(-900.9188, grad_fn=<SubBackward0>)
obj tensor(-894.1266, grad_fn=<SubBackward0>)
obj tensor(-901.9500, grad_fn=<SubBackward0>)
obj tensor(-899.3890, grad_fn=<SubBackward0>)
obj tensor(-900.0533, grad_fn=<SubBackward0>)
obj tensor(-890.7023, grad_fn=<SubBackward0>)
obj tensor(-900.0408, grad_fn=<SubBackward0>)
obj tensor(-892.6703, grad_fn=<SubBackward0>)
obj tensor(-904.9254, grad_fn=<SubBackward0>)
obj tensor(-898.5864, grad_fn=<SubBackward0>)
obj tensor(-899.4100, grad_fn=<SubBackward0>)
obj tensor(-902.4866, grad_fn=<SubBackward0>)
obj tensor(-893.3387, grad_fn=<SubBackward0>)
obj tensor(-906.9359, grad_fn=<SubBackward0>)
obj tensor(-895.2009, grad_fn=<SubBackward0>)
obj tensor(-899.4779, grad_fn=<SubBackward0>)
obj tensor(-894.4381, grad_fn=<SubBackward0>)
obj tensor(-896.7264, grad_fn=<SubBackward0>)
obj tensor(-903.9169, grad_fn=<SubBackward0>)
obj tensor(-900.8306, grad_fn=<SubBackward0>)
obj tensor(-894.3594, grad_fn=<SubBackward0>)
obj tensor(-893.9027, grad_fn=<SubBackward0>)
obj tensor(-889.7943, grad_fn=<SubBackward0>)
obj tensor(-896.2689, grad_fn=<SubBackward0>)
obj tensor(-892.5979, grad_fn=<SubBackward0>)
obj tensor(-891.8980, grad_fn=<SubBackward0>)
obj tensor(-898.8572, grad_fn=<SubBackward0>)
obj tensor(-900.6223, grad_fn=<SubBackward0>)
obj tensor(-890.6586, grad_fn=<SubBackward0>)
obj tensor(-894.5662, grad_fn=<SubBackward0>)
obj tensor(-905.2559, grad_fn=<SubBackward0>)
obj tensor(-903.8641, grad_fn=<SubBackward0>)
obj tensor(-900.0665, grad_fn=<SubBackward0>)
obj tensor(-893.9556, grad_fn=<SubBackward0>)
obj tensor(-895.9858, grad_fn=<SubBackward0>)
obj tensor(-897.0903, grad_fn=<SubBackward0>)
obj tensor(-901.6498, grad_fn=<SubBackward0>)
obj tensor(-905.0214, grad_fn=<SubBackward0>)
obj tensor(-912.9743, grad_fn=<SubBackward0>)
obj tensor(-902.4279, grad_fn=<SubBackward0>)
[iteration 300] time: 0.25 	beta 6.00 	lambda 0.00 training ELBO: -292.9145 (-295.5292)
Active units: 0,1,2,3,5,6,7,8,9
Number of active units: 9/10
obj tensor(-894.9429, grad_fn=<SubBackward0>)
obj tensor(-907.3666, grad_fn=<SubBackward0>)
obj tensor(-900.6292, grad_fn=<SubBackward0>)
obj tensor(-902.0766, grad_fn=<SubBackward0>)
obj tensor(-904.8931, grad_fn=<SubBackward0>)
obj tensor(-895.3741, grad_fn=<SubBackward0>)
obj tensor(-900.6281, grad_fn=<SubBackward0>)
obj tensor(-909.6492, grad_fn=<SubBackward0>)
obj tensor(-903.0353, grad_fn=<SubBackward0>)
obj tensor(-903.1635, grad_fn=<SubBackward0>)
obj tensor(-896.0108, grad_fn=<SubBackward0>)
obj tensor(-895.8596, grad_fn=<SubBackward0>)
obj tensor(-902.1810, grad_fn=<SubBackward0>)
obj tensor(-905.5847, grad_fn=<SubBackward0>)
obj tensor(-893.6981, grad_fn=<SubBackward0>)
obj tensor(-899.3146, grad_fn=<SubBackward0>)
obj tensor(-897.6801, grad_fn=<SubBackward0>)
obj tensor(-898.0409, grad_fn=<SubBackward0>)
obj tensor(-897.7035, grad_fn=<SubBackward0>)
obj tensor(-902.6765, grad_fn=<SubBackward0>)
obj tensor(-896.7603, grad_fn=<SubBackward0>)
obj tensor(-892.0289, grad_fn=<SubBackward0>)
obj tensor(-893.9178, grad_fn=<SubBackward0>)
obj tensor(-900.1565, grad_fn=<SubBackward0>)
obj tensor(-908.9189, grad_fn=<SubBackward0>)
obj tensor(-894.7024, grad_fn=<SubBackward0>)
obj tensor(-886.1254, grad_fn=<SubBackward0>)
obj tensor(-896.3643, grad_fn=<SubBackward0>)
obj tensor(-887.3258, grad_fn=<SubBackward0>)
obj tensor(-888.2913, grad_fn=<SubBackward0>)
obj tensor(-888.8129, grad_fn=<SubBackward0>)
obj tensor(-894.5361, grad_fn=<SubBackward0>)
obj tensor(-893.2217, grad_fn=<SubBackward0>)
